0.616500, 0.618200, 0.417000, 0.389500, 0.461000, 0.301700, 0.376100, 0.490100, 0.275100, 0.289700, 0.297000, 0.230800, 0.287600, 
0.922800, 0.653300, 0.442500, 0.341200, 0.475000, 0.275600, 0.266900, 0.316300, 0.288200, 0.338900, 0.338600, 0.387100, 0.254200, 
0.420800, 0.418600, 0.536800, 0.598300, 0.128000, 0.330700, 0.417300, 0.351200, 0.380600, 0.261600, 0.335000, 0.300300, 0.265500, 
0.329300, 0.324500, 0.288400, 0.456800, 0.738900, 0.190200, 0.313300, 0.391100, 0.268400, 0.245100, 0.166300, 0.183100, 0.263900, 
0.359700, 0.305400, 0.298400, 0.207600, 0.426400, 0.299300, 0.279800, 0.226800, 0.229200, 0.262900, 0.304100, 0.303400, 0.359800, 
0.288400, 0.271000, 0.316600, 0.260200, 0.142400, 0.399100, 0.282600, 0.382800, 0.239300, 0.316100, 0.152700, 0.217800, 0.192800, 
0.283300, 0.248200, 0.231300, 0.186800, 0.201800, 0.202900, 0.501900, 0.213900, 0.202600, 0.203700, 0.216500, 0.230100, 0.259500, 
0.260100, 0.181900, 0.000500, 0.259400, 0.202500, 0.184400, 0.231900, 0.366600, 0.266700, 0.231400, 0.248100, 0.149600, 0.180900, 
0.567000, 0.274800, 0.252000, 0.122200, 0.176100, 0.192700, 0.214600, 0.190100, 0.371000, 0.208700, 0.298100, 0.156800, 0.335800, 
0.265500, 0.232500, 0.163600, 0.344200, 0.206800, 0.214900, 0.175300, 0.000000, 0.223200, 0.333900, 0.167100, 0.265700, 0.362100, 
0.226300, 0.270200, 0.201700, 0.229700, 0.125500, 0.185000, 0.159000, 0.122400, 0.178800, 0.197400, 0.320800, 0.167200, 0.387000, 
0.178000, 0.161600, 0.182100, 0.264500, 0.169500, 0.126500, 0.134200, 0.147700, 0.198100, 0.161200, 0.135700, 0.312400, 0.151000, 
0.407300, 0.194700, 0.219800, 0.138500, 0.150300, 0.208100, 0.181800, 0.184600, 0.203500, 0.127800, 0.216600, 0.109700, 0.408600, 
