0.005801, 0.006104, 0.006007, 0.005960, 0.005938, 0.005927, 0.005921, 0.005919, 0.005918, 0.005918, 0.005919, 0.005919, 0.005920, 
0.006001, 0.005802, 0.006106, 0.006009, 0.005963, 0.005940, 0.005929, 0.005924, 0.005921, 0.005921, 0.005921, 0.005921, 0.005921, 
0.005907, 0.006004, 0.005804, 0.006108, 0.006012, 0.005965, 0.005942, 0.005931, 0.005926, 0.005924, 0.005923, 0.005923, 0.005923, 
0.005861, 0.005909, 0.006006, 0.005805, 0.006110, 0.006014, 0.005967, 0.005944, 0.005933, 0.005928, 0.005926, 0.005925, 0.005925, 
0.005838, 0.005863, 0.005911, 0.006008, 0.005806, 0.006112, 0.006016, 0.005969, 0.005946, 0.005935, 0.005930, 0.005928, 0.005927, 
0.005827, 0.005840, 0.005865, 0.005913, 0.006010, 0.005807, 0.006115, 0.006018, 0.005971, 0.005948, 0.005937, 0.005932, 0.005930, 
0.005822, 0.005829, 0.005842, 0.005867, 0.005915, 0.006012, 0.005809, 0.006117, 0.006020, 0.005973, 0.005951, 0.005940, 0.005934, 
0.005820, 0.005824, 0.005832, 0.005845, 0.005869, 0.005917, 0.006014, 0.005810, 0.006119, 0.006023, 0.005976, 0.005953, 0.005942, 
0.005819, 0.005822, 0.005827, 0.005834, 0.005847, 0.005871, 0.005920, 0.006017, 0.005811, 0.006121, 0.006025, 0.005978, 0.005955, 
0.005819, 0.005821, 0.005824, 0.005829, 0.005836, 0.005849, 0.005873, 0.005922, 0.006019, 0.005813, 0.006123, 0.006027, 0.005980, 
0.005820, 0.005821, 0.005824, 0.005826, 0.005831, 0.005838, 0.005851, 0.005876, 0.005924, 0.006021, 0.005814, 0.006126, 0.006029, 
0.005820, 0.005822, 0.005824, 0.005826, 0.005829, 0.005833, 0.005840, 0.005853, 0.005878, 0.005926, 0.006023, 0.005815, 0.006128, 
0.005821, 0.005822, 0.005824, 0.005826, 0.005828, 0.005831, 0.005835, 0.005842, 0.005855, 0.005880, 0.005928, 0.006025, 0.005817, 
