0.172577, 0.397333, 0.017191, 0.459326, 0.937102, 0.140524, 0.780115, 0.553713, 0.901595, 0.495103, 0.285837, 0.252532, 0.819112, 
0.308266, 0.524671, 0.140953, 0.684060, 0.965687, 0.981224, 0.680491, 0.863129, 0.935831, 0.119931, 0.376470, 0.749887, 0.933333, 
0.979605, 0.684521, 0.951529, 0.272715, 0.521684, 0.379752, 0.096040, 0.061269, 0.894822, 0.311708, 0.510973, 0.137853, 0.812468, 
0.272712, 0.510909, 0.181490, 0.230082, 0.365717, 0.833715, 1.000000, 0.518294, 0.163093, 0.144809, 0.463349, 0.356848, 0.818324, 
0.723024, 0.512979, 0.228626, 0.837601, 0.250658, 0.007030, 0.086858, 0.016832, 0.477110, 0.136775, 0.195135, 0.811703, 0.801938, 
0.894580, 0.565623, 0.243308, 0.172725, 0.142158, 0.841459, 0.737642, 0.574936, 0.148821, 0.728782, 0.831143, 0.143064, 0.406095, 
0.538839, 0.864536, 0.020158, 0.939684, 0.299759, 0.150509, 0.804646, 0.527518, 0.353238, 0.665942, 0.633511, 0.839805, 0.711132, 
0.338387, 0.953066, 0.428820, 0.214150, 0.732792, 0.156531, 0.892091, 0.505389, 0.489483, 0.811543, 0.471642, 0.860927, 0.506353, 
0.037981, 0.015939, 0.678328, 0.799536, 0.928306, 0.922108, 0.757528, 0.626320, 0.331416, 0.576721, 0.001083, 0.993379, 0.665696, 
0.547797, 0.426867, 0.116503, 0.651389, 0.487253, 0.052433, 0.545124, 0.593526, 0.911621, 0.783105, 0.159681, 0.778675, 0.710379, 
0.973086, 0.688080, 0.536850, 0.218615, 0.374698, 0.911138, 0.863396, 0.739458, 0.790910, 0.267507, 0.052790, 0.946529, 0.504585, 
0.042540, 0.776946, 0.918997, 0.717297, 1.000000, 0.259382, 0.435915, 0.227130, 1.000000, 0.664274, 0.293903, 0.166210, 0.960147, 
0.192249, 0.794631, 0.691868, 0.483978, 0.312216, 0.745577, 0.749586, 0.194614, 0.867458, 0.133469, 0.593798, 0.132764, 0.428288, 
