0.172577, 0.187770, 0.017191, 0.459326, 0.022009, 0.458205, 0.015833, 0.242836, 0.991346, 0.665097, 0.787103, 0.252532, 0.186950, 
0.583414, 0.872018, 0.000000, 0.337179, 0.242564, 0.473497, 0.941989, 0.863129, 0.815114, 0.044787, 1.000000, 0.442098, 0.933333, 
0.269334, 0.684521, 0.951529, 0.272715, 0.521684, 0.379752, 0.227099, 0.061269, 0.743060, 0.630078, 0.510973, 0.441422, 0.203746, 
0.272712, 0.988198, 0.181490, 0.608748, 0.183790, 0.833715, 1.000000, 0.921358, 0.018911, 0.442264, 0.463349, 0.913585, 0.818324, 
0.556319, 0.250043, 1.000000, 0.609813, 0.250658, 0.106135, 0.086858, 0.130147, 0.477110, 0.929291, 0.164859, 0.811703, 0.503893, 
0.894580, 0.878238, 0.243308, 0.275311, 0.110059, 0.829912, 0.318955, 0.305615, 0.443788, 0.755124, 0.831143, 0.990645, 0.406095, 
0.421729, 0.725450, 0.814161, 0.880034, 0.299759, 0.485937, 0.568361, 0.736923, 0.353238, 0.764968, 0.633511, 0.839805, 0.386910, 
0.934279, 0.641940, 0.996535, 0.214150, 0.534911, 0.156531, 0.652445, 0.832896, 0.088427, 0.750248, 0.702350, 0.860927, 0.347953, 
0.061422, 0.383304, 0.982340, 0.877845, 0.082463, 0.317242, 0.431496, 0.626320, 0.861928, 0.576721, 0.540640, 0.116019, 0.665696, 
0.575053, 0.574152, 0.038351, 0.651389, 0.487253, 0.052433, 0.545124, 0.180894, 0.635702, 0.830004, 0.330234, 0.214932, 0.560148, 
0.929806, 0.258790, 0.536850, 0.509776, 0.669612, 0.881890, 0.863396, 0.940964, 0.790910, 0.267507, 0.052790, 0.946529, 0.504585, 
0.970426, 0.902550, 0.945130, 0.717297, 0.948024, 0.880603, 0.435915, 0.555421, 0.979920, 0.664274, 0.867875, 0.260738, 0.575424, 
0.373065, 0.830421, 0.000000, 0.644237, 0.312216, 0.745577, 0.749586, 0.143943, 0.867458, 0.272137, 0.316089, 0.027423, 0.428288, 
